id,dishName,restaurantID,course,diet,price
7345,MIXED BROCHETTE M RIS & TOMATER,302,Belgian Foods,Non-Vegetarian,120
7346,Calf's Brains with Tomato Sauce,476,Spanish Food,Non-Vegetarian,570
7347,Deviled Crab (1),563,Spanish Food,Non-Vegetarian,670
7348,Beef yorkshire,209,Brazilian Food,Non-Vegetarian,660
7349,Salade de crevettes au vinaigre de Xeres,183,Egyptian Food,Vegetarian,490
7350,"Omelette with Ham,parsley or Jelly",392,Haitian Food,Vegetarian,780
7351,Philadelphia coffee ice cream,49,Brazilian Food,Non-Vegetarian,190
7352,Roast Phila. Chicken Breast,182,Mexican Food,Vegetarian,780
7353,"Hamburger Steak (Carnival Style) Smothered with Chopped Raw Green Peppers and Onions, French Fried Potaotes",531,Thai Food,Non-Vegetarian,540
7354,"champagne Mumm ""Cordon Rouge"" Brut",734,British Food,Vegetarian,460
7355,baked chicken pie a la garrett,199,Canadian Food,Non-Vegetarian,230
7356,Plymouth Navy Gin,250,Nigerian Food,Non-Vegetarian,440
7357,Fountain Tiny Lima Beans,267,Russian Food,Non-Vegetarian,470
7358,Kirsch Dettling,19,Hawaiian Food,Vegetarian,370
7359,"Ham with Eggs, served with bread and butter",93,Spanish Food,Non-Vegetarian,500
7360,"Lake superior whitefish, sauce piquante",162,Kenyan Food,Vegetarian,440
7361,"Sea bass saute aux fines herbes, Pommes, Quelin",674,Nigerian Food,Non-Vegetarian,230
7362,"Loin Lamb Chop, Fleuriste",276,Hawaiian Food,Non-Vegetarian,560
7363,"Broiled Whole Maine Lobster, Drawn Butter, Julienne Potato",371,Salvadorian Food,Vegetarian,190
7364,"Broiled Shad and Roe, Astor",492,Latvian Food,Non-Vegetarian,540
7365,!! Kalter Aufschnitt !!,92,Chinese Food,Non-Vegetarian,720
7366,Taylor's Port 1887,648,Brazilian Food,Non-Vegetarian,540
7367,"Malted Milk, Hot",167,Spanish Food,Non-Vegetarian,450
7368,Baked White Fish a la Venicienne,522,Canadian Food,Vegetarian,650
7369,Service 10c extra per cover,534,Tibetan Food,Vegetarian,640
7370,"Punch or Sorbet, Kirsch",424,Welsh Food,Vegetarian,680
7371,Cold Baby Lamb. Potato Salad,716,Mexican Food,Non-Vegetarian,220
7372,"Veuve Cliquot, Yellow Label, 1928",469,German Food,Vegetarian,520
7373,Creme de Violette,151,Cuban Food,Vegetarian,480
7374,german dill pickles,38,Cuban Food,Non-Vegetarian,580
7375,Cream of Carrot Soup with Sago,576,Hawaiian Food,Vegetarian,190
7376,"WHOLE BROILED JUMBO SQUAB, GUAVA JELLY, (20 MIN.) LIMABEANS, WHIPPED POTATOES",546,French Food,Non-Vegetarian,790
7377,Salad d'anchois,308,Russian Food,Vegetarian,260
7378,Clam broth with chicken,101,Welsh Food,Non-Vegetarian,340
7379,"1/2 PHEASANT, BROILED, CUMBERLAND SAUCE, GUAVA JELLY, BROCCOLI, WHIPPED POTATOES",294,British Food,Non-Vegetarian,590
7380,Scotch Whisky Black & White 43%,359,French Food,Vegetarian,120
7381,Baked Apples and Pears,25,Italian Food,Vegetarian,780
7382,Kalt: Rauchfleisch,10,Latvian Food,Non-Vegetarian,720
7383,CAESER SALAD,567,Kenyan Food,Non-Vegetarian,720
7384,Fritto scampi e filetti di sogliola,375,Kenyan Food,Vegetarian,530
7385,Calvados: P. Magloire 20Yea,704,Egyptian Food,Vegetarian,400
7386,Heilbutt-Schnitte,333,Belgian Foods,Non-Vegetarian,380
7387,"Cold Tartar Steak with Raw Egg, Anchovies, Onion and Capers",178,Jewish Food,Vegetarian,710
7388,Fried or broiled,694,Libyan Food,Vegetarian,660
7389,"Clam Juice, extra",135,Egyptian Food,Vegetarian,760
7390,Smoked Tongue and Lima Beans,270,Brazilian Food,Vegetarian,780
7391,"Creamed tomato-sop with rice, meatballs",25,Mormon Food,Vegetarian,200
7392,Whole kingfish saute in brown butter with fried egg plant and potatoes,37,Libyan Food,Non-Vegetarian,500
7393,Ox Tongue and Salad,44,Thai Food,Non-Vegetarian,300
7394,Branch Potatoes,662,Latvian Food,Vegetarian,260
7395,"Chicken Croquettes, Mashed Potatoes and Green Peas",231,Welsh Food,Non-Vegetarian,630
7396,[Cold] Boneless Squab,735,Canadian Food,Vegetarian,700
7397,SARATOGA POTATOES,481,Libyan Food,Non-Vegetarian,320
7398,Coburger Pokelzunge mit Gemusesalat,314,French Food,Non-Vegetarian,520
7399,Boker Bitters,185,Portuguese Food,Non-Vegetarian,450
7400,Neptune's Seafood Platter- A tantalizing selection of marine delicacies snatched from the depths and expertly prepared to delight your taste.,641,Jewish Food,Vegetarian,590
7401,MARGAUX,171,Italian Food,Non-Vegetarian,180
7402,Carré des Prés Salés à la Niçoise,396,Canadian Food,Vegetarian,440
7403,"COLD HALF ROAST CHICKEN, GARNI",119,Indian Food,Vegetarian,500
7404,Boiled veal cold,456,Belgian Foods,Non-Vegetarian,580
7405,"Perfect- Bourbon, Sweet and Dry Vermouth",149,Japanese Food,Non-Vegetarian,530
7406,"Roasted Turkey, Giblet sauce",156,Polish Food,Vegetarian,320
7407,"Frische Mastochsenbrust in heiBer Bouillon, Sahnemeerrettich, Salzkartoffeln, gem. Salat.",393,Belgian Foods,Vegetarian,190
7408,Will Customers kindly refrain from Pipe Smoking where Food is Served,47,Indian Food,Non-Vegetarian,640
7409,"Iranian Caviar, Malossol",423,Libyan Food,Non-Vegetarian,410
7410,Lowenbrau Beer on Tap,70,Chinese Food,Non-Vegetarian,470
7411,Dry Martini Cocktail Extra Large,31,British Food,Vegetarian,660
7412,No. 1 Cigar,254,Chinese Food,Non-Vegetarian,290
7413,Curried Shrimps with Rice en Casserole,692,Tahitian Food,Non-Vegetarian,520
7414,"Sweetbread en Coquille, Gourmet",462,Peruvian Food,Non-Vegetarian,280
7415,"Baked spaghetti, Genoise",80,Indian Food,Vegetarian,240
7416,Spiced cantaloupe,188,Tahitian Food,Vegetarian,260
7417,Gn. Panades Serra Rouge,140,Thai Food,Non-Vegetarian,620
7418,"Fruit Salad, New York Style",139,Polish Food,Vegetarian,490
7419,"Timbale of Chicken, Talleyrand",670,Polish Food,Vegetarian,600
7420,"Whisky, Pure Corn, North Carolina, 1890",645,Swedish Food,Vegetarian,420
7421,piping hot cup of our New England Clam Chowder,289,Tahitian Food,Vegetarian,610
7422,Duckling Cutlet with fresh Mushrooms,689,Polish Food,Non-Vegetarian,730
7423,Genever (Instant Service Bar),179,Tibetan Food,Vegetarian,750
7424,Pousse Cafe cordial,398,Portuguese Food,Non-Vegetarian,610
7425,Cotelette natur,188,Irish Food,Vegetarian,280
7426,"Rice Pudding, Hot or Cold",451,Portuguese Food,Non-Vegetarian,450
7427,"Sweetbreads stewed, in cream",11,Turkish Food,Non-Vegetarian,260
7428,"3rd quality Light, (red seal) Claret",209,British Food,Vegetarian,540
7429,"Asparagus on Toast, Hollandaise",526,Mormon Food,Non-Vegetarian,360
7430,Vanilla Eclair,711,Mexican Food,Non-Vegetarian,720
7431,Brissotins au supreme,113,Irish Food,Vegetarian,590
7432,"Fried Sea-bass, with Bacon",21,Thai Food,Non-Vegetarian,720
7433,Mocca.,547,Cajun Food,Vegetarian,350
7434,"Roast Pork Chop, breaded, Creamed Yellow Turnips, Roasted Potatoes",346,Latvian Food,Non-Vegetarian,450
7435,Chicken Broth (hot) in cup,418,Japanese Food,Vegetarian,740
7436,"Sherry- Spain- Pedro Domecq Ideal, Pale, glass",572,Libyan Food,Non-Vegetarian,780
7437,"Jumbo Shrimps, Newburg en Casserole",235,Libyan Food,Non-Vegetarian,570
7438,Foie Gras ou Club Sandwiches,259,Algerian Food,Vegetarian,320
7439,Beets Sautes,257,Brazilian Food,Vegetarian,240
7440,Potatoes Pont-Neuf,570,Nigerian Food,Vegetarian,510
7441,Salade comtesse,242,Kenyan Food,Vegetarian,350
7442,Milk Crackers,180,Tahitian Food,Non-Vegetarian,470
7443,Low Calorie Luncheon,593,Portuguese Food,Non-Vegetarian,520
7444,"Fruit blanc mange, strawberry sauce",143,Welsh Food,Vegetarian,520
7445,Filet saute nach Colbert,265,Egyptian Food,Non-Vegetarian,270
7446,"Beer, Bottle: Wurzburger, Dark",441,Russian Food,Vegetarian,240
7447,Hors d'Oeuvre,172,Algerian Food,Non-Vegetarian,420
7448,"Port, Qts",296,Tibetan Food,Vegetarian,630
7449,Pale Dry Ginger Ale,144,Hawaiian Food,Non-Vegetarian,260
7450,"L.N. Clam Fritters, Cream Sauce",424,Russian Food,Non-Vegetarian,420
7451,Austern mit einer scharfen Tunke,27,Brazilian Food,Vegetarian,670
7452,Steamed Spareribs with Black Bean Sauce Taiwanese Style,398,Turkish Food,Vegetarian,320
7453,"bulgarzoon (scientifically fermented milk), per bottle; with vichy",413,Canadian Food,Non-Vegetarian,610
7454,"D-Fried Deep Sea Scallops, Tartare, Fresh Vegetable, Potato",78,Korean Food,Vegetarian,710
7455,Planked North River Shad a la Maryland,84,Mexican Food,Vegetarian,400
7456,Omnibus ou Americano,62,Hawaiian Food,Vegetarian,340
7457,Lobster Midland,505,Tahitian Food,Vegetarian,130
7458,Francillon  salad,349,Indian Food,Non-Vegetarian,410
7459,Sterling Points,679,Jewish Food,Vegetarian,290
7460,"Broiled Boston scrod, butter sauce, French fried potatoes",377,Jewish Food,Vegetarian,710
7461,Coffee Ice Cream (Hot Noisette Sauce),373,Nigerian Food,Vegetarian,670
7462,"Sauterne, Barsac",479,Spanish Food,Non-Vegetarian,120
7463,Sliced chicken,727,Polish Food,Vegetarian,270
7464,"Spring lamp steak saute, Bouquetiere",4,Japanese Food,Non-Vegetarian,580
7465,Schweinsgratbraten mit KloB und Salat,17,Polish Food,Non-Vegetarian,420
7466,"Boiled Round of Beef, Horseradish Sauce and Potatoes",631,Cajun Food,Non-Vegetarian,520
7467,Young Sliced Carrots,715,Canadian Food,Vegetarian,230
7468,Terrine de Foie Gras,266,Greek Food,Vegetarian,190
7469,Ochsenmaul,93,Jewish Food,Non-Vegetarian,240
7470,Langue de Bouef Fumee,726,Russian Food,Non-Vegetarian,130
7471,"Our Low-Calorie Breakfast -- Chilled Orange Juice, Special K, One Poached Egg - One Slice Toast",650,Jewish Food,Non-Vegetarian,420
7472,Yow Yeem Bok Choy (White Vegetable Cooked with Peanut Oil and Salt),378,Salvadorian Food,Non-Vegetarian,680
7473,Instant Postum- Sanka or Kaffee Hag with Cream,75,Haitian Food,Vegetarian,360
7474,"Filetsteak mit feinen Erbsen, Spargel, Sauce Bearnaise und pommes frites",388,Cuban Food,Non-Vegetarian,420
7475,Chicken Chow Mein en Casserole - Egg Noodles ,396,Nigerian Food,Vegetarian,460
7476,"Poached Pickerel, Duglere",57,Portuguese Food,Vegetarian,250
7477,"Scotch, (Glenlivet) (Dewar's Extra) ( Wallace Special)",362,Irish Food,Vegetarian,680
7478,"Eggs Boiled, Scrambled or Fried, Poached on Toast",52,Salvadorian Food,Vegetarian,450
7479,"Sweet Potatoes, Caroline",368,Polish Food,Vegetarian,590
7480,"Terrine Huhnerbruhe, 1/4 Huhn, Reis und Spargel",156,Welsh Food,Non-Vegetarian,230
7481,Shredded Wheat Biscuits with Butter,85,Korean Food,Non-Vegetarian,390
7482,"Poached plain, two",557,Mormon Food,Non-Vegetarian,600
7483,Washington Red Beet Salad,298,American Food,Vegetarian,670
7484,Fresh salmon steak with green peppercorn,208,Greek Food,Vegetarian,480
7485,"Apfelsinen, ",312,Mormon Food,Non-Vegetarian,460
7486,Chickens' Livers en Brochette,75,Greek Food,Vegetarian,590
7487,Shrimp Chop Suey with Mushrooms,661,Nigerian Food,Non-Vegetarian,690
7488,Raw fish & vegetables soup prepared at table side,333,Swedish Food,Non-Vegetarian,370
7489,Fresh Broccoli,361,British Food,Vegetarian,380
7490,Prawns cooked with Tomatoes,478,Egyptian Food,Non-Vegetarian,370
7491,Tomato stuffed with Cucumber,504,Korean Food,Non-Vegetarian,750
7492,White beans a l'Americaine,263,Belgian Foods,Non-Vegetarian,150
7493,Broiled Chicken 1-2,612,Jewish Food,Vegetarian,780
7494,"Moet & Chandon, Impertial Crown Brut",594,Polish Food,Vegetarian,720
7495,Medaglia d'Oro,595,Chinese Food,Non-Vegetarian,650
7496,Rhine and Moselle wine: Marcobrunner,123,German Food,Vegetarian,430
7497,Brot mit Roastbeef,2,Kenyan Food,Vegetarian,490
7498,"Vegetables, panaches",724,Russian Food,Non-Vegetarian,340
7499,"Koulibiac de Saumon, Moscovite (1)",74,Italian Food,Non-Vegetarian,630
7500,"*English Mutton Chop, bacon, mashed Potatoes",422,Polish Food,Non-Vegetarian,560
7501,Fresh Fancy Jumbo Shrimp Chop Sooy,353,Cuban Food,Non-Vegetarian,780
7502,"Scrambled eggs, asparagus tips (10 min.)",68,Indian Food,Vegetarian,260
7503,Gateau Breton,126,Irish Food,Non-Vegetarian,730
7504,Contre-Filet Roti Pommes Nouvelles,146,British Food,Non-Vegetarian,210
7505,"Sauterne, 1895",581,Mexican Food,Non-Vegetarian,260
7506,Salted Walnuts,221,Tahitian Food,Non-Vegetarian,690
7507,"Fresh Chicken Salad,",573,American Food,Non-Vegetarian,730
7508,Tomates Farcies à l'Aurore,254,Nigerian Food,Vegetarian,370
7509,"Zeltinger, Laubenheimer or Chablis in 1/4 Bottles",80,Mormon Food,Vegetarian,380
7510,Broiled Lobster (2 3/4 lb),672,Italian Food,Non-Vegetarian,690
7511,"Pickled Onions, C. & b. ",382,Japanese Food,Vegetarian,790
7512,Canape Madison,411,Japanese Food,Vegetarian,790
7513,Pommes Parmentier,483,Italian Food,Non-Vegetarian,580
7514,Calvados Magloire (2cl),426,Irish Food,Non-Vegetarian,640
7515,Invaldi (20 Yrs. Old),321,Russian Food,Non-Vegetarian,130
7516,"Italienischer Salat, Brot (3-4)",13,Algerian Food,Non-Vegetarian,280
7517,1/2 Poulet a la Creme aux Raisins,293,Italian Food,Vegetarian,590
7518,"The Tory's Old Scotch Whisky, 43 Vol.% uber 3 Jahre alt",502,Welsh Food,Non-Vegetarian,530
7519,Weizen-Griddle Cakes,724,Irish Food,Vegetarian,770
7520,Poached Eggs with Lobster Sauce,9,Welsh Food,Non-Vegetarian,460
7521,"Champagne, Pommery Brut",355,Jewish Food,Non-Vegetarian,740
7522,"Filet of Beef with Mushrooms, Clay",479,Peruvian Food,Vegetarian,690
7523,"Chicken bouches, a la Reine",310,Tibetan Food,Non-Vegetarian,490
7524,Krauterrahmsuppe,466,Cajun Food,Non-Vegetarian,710
7525,"Graves, 1934",150,Chinese Food,Non-Vegetarian,490
7526,Kronartskocksbottnar,656,Mexican Food,Non-Vegetarian,340
7527,Potatoes Chamounir,89,Welsh Food,Vegetarian,370
7528,Japanese cake,435,Haitian Food,Non-Vegetarian,380
7529,Filets de Sole Americaine,128,Haitian Food,Vegetarian,250
7530,Marcobrunner  Henkell & C0.,450,Haitian Food,Vegetarian,230
7531,"Poulets a la Hongroise, salade",217,Welsh Food,Vegetarian,720
7532,"Beaune, J. Calvet & Cie.",215,German Food,Vegetarian,490
7533,Pfirsich Kompott,680,Russian Food,Vegetarian,590
7534,Hors d'oeuvre Varies,269,British Food,Non-Vegetarian,740
7535,"Fried smelts, tartar s'ce",623,Scottish Food,Vegetarian,410
7536,Hamburguesa sobre Bollo Tostado,630,Korean Food,Non-Vegetarian,300
7537,MISCHGEMUSE MIT PFANNKUCHEN,663,Indian Food,Non-Vegetarian,390
7538,"Lobster, in Casses, a la Newburg",440,Welsh Food,Non-Vegetarian,380
7539,Buckwheat Grit (Kashe) Soup,202,Scottish Food,Vegetarian,740
7540,Madeira Flip,58,Peruvian Food,Non-Vegetarian,300
7541,Georgia Style Sweet Potatoes,430,Libyan Food,Vegetarian,550
7542,Philadelphia Cream Cheese Pie ,646,Cajun Food,Vegetarian,440
7543,Aufgeschlagenes Krautersuppchen mit Barlauch und Brotcroutons,477,Libyan Food,Vegetarian,380
7544,"Pasta med gronsaker, vitlok & pesto tomatsas",487,Korean Food,Non-Vegetarian,210
7545,Rice Pudding with W. Cream,446,Belgian Foods,Vegetarian,730
7546,"Frischer Stangenspargel mit Kalbsteak vom Grill, zerlassener Butter und Kartoffeln",42,Chinese Food,Vegetarian,260
7547,"sea trout, creole",325,Polish Food,Non-Vegetarian,650
7548,"Green Turtle Soup, Cup",202,Libyan Food,Vegetarian,410
7549,"Macaroni, Italienne",9,Mormon Food,Non-Vegetarian,590
7550,"Filet of Boston Sole, Marguery",473,Indian Food,Non-Vegetarian,230
7551,Wilted Lettuce with Bacon - A Pennsylvania Dutch Recipe,350,Thai Food,Vegetarian,290
7552,Troute a la Juive,268,Tibetan Food,Vegetarian,390
7553,"Fresh Tuna, Nicoise Olives, french Beans, Tomatoes, Anchovies, Lemon Juice and Olive Oil",148,French Food,Non-Vegetarian,200
7554,"Mince Meat, Brandy Flavored",48,Polish Food,Vegetarian,400
7555,"Cold Roast Turkey and Sugar-cured ham, Waldorf Salad",385,Libyan Food,Non-Vegetarian,240
7556,Gebackener Steinbutt,177,Japanese Food,Non-Vegetarian,450
7557,"carottes, nouvelles, à la crème",257,Polish Food,Non-Vegetarian,310
7558,Stuffed Celery Rochelais,199,Tibetan Food,Non-Vegetarian,180
7559,"Tongue, potato salad",152,Japanese Food,Vegetarian,460
7560,"A Fresh Vegetable Plate, a Poached Egg Hollandaise",428,Spanish Food,Non-Vegetarian,170
7561,Home-made rice pudding,281,Indian Food,Vegetarian,750
7562,"Suppe, Königin Wilhelmine",560,Cuban Food,Non-Vegetarian,660
7563,Corn Sticks,224,Greek Food,Vegetarian,500
7564,Consomme Napolitaine,170,Brazilian Food,Vegetarian,570
7565,Puree of English Split Pea,689,Algerian Food,Vegetarian,570
7566,"Louis Roederer Champagne, Brut, Vintage 1880",665,Belgian Foods,Vegetarian,400
7567,Bon mots frais (et confits),399,Russian Food,Non-Vegetarian,530
7568,Lucines au vin blanc,733,Russian Food,Vegetarian,610
7569,Yockamain Noodles,702,Chinese Food,Non-Vegetarian,520
7570,V.H.W. Scotch,704,Nigerian Food,Non-Vegetarian,740
7571,Perola,360,British Food,Non-Vegetarian,300
7572,Coupe Chop Suey,689,Hawaiian Food,Vegetarian,570
7573,"Apollinaris, nips",19,Nigerian Food,Vegetarian,190
7574,Celery Sevrice,483,British Food,Non-Vegetarian,270
7575,"Clear Green Turtle, Standish",219,Canadian Food,Non-Vegetarian,310
7576,"""GOJKO'S"" CHICKEN NOUVELLE, Breast of chicken filled with shrimp and wild rice, served with dijon flavored butter blanc sauce",133,Italian Food,Non-Vegetarian,680
7577,"DRY, CREAM OR BUTTERED TOAST",501,Canadian Food,Non-Vegetarian,450
7578,Sandwiches a la Bittner,648,Tibetan Food,Non-Vegetarian,120
7579,La Magnita cigars,347,Chinese Food,Vegetarian,300
7580,Oshitashi  A special spinach salad served chilled.,472,Scottish Food,Vegetarian,540
7581,"Tripe, Country Style, Boiled Potatoes",449,Greek Food,Vegetarian,640
7582,"omelette, oyster",409,Greek Food,Non-Vegetarian,620
7583,Chicken Liver Saute Bourguignonne,566,Kenyan Food,Vegetarian,240
7584,Rockyford Cantaloupes,109,Jewish Food,Non-Vegetarian,170
7585,Rindsrouladen,25,Turkish Food,Non-Vegetarian,270
7586,"Maatjes Herring, new potatoes",723,Canadian Food,Non-Vegetarian,260
7587,Pigeon a la diable,293,Nigerian Food,Vegetarian,670
7588,"Cup of Clam Broth, Clam Chowder Manhattan or",506,Mormon Food,Non-Vegetarian,760
7589,Selection of desserts,355,Scottish Food,Vegetarian,710
7590,Madrilene Consomme Jelly,627,Indian Food,Non-Vegetarian,270
7591,Chiermseer Kloster-Likor 42 Vol % 2 cl M:,556,Indian Food,Vegetarian,480
7592,pommes de terre duchesse,312,Algerian Food,Vegetarian,620
7593,"Omelet with Jelly, 30c.",567,Canadian Food,Vegetarian,620
7594,"Poussin, Saratogas",452,Chinese Food,Non-Vegetarian,500
7595,Tres Arroyos Quesos,128,Kenyan Food,Vegetarian,130
7596,Individual Apricot Pie with Cream,482,Cuban Food,Vegetarian,130
7597,"Fresh fried clam strips  A half-pound of fresh clam strips, breaded and fried, with plenty of fresh lemon, cocktail and Tartar sauce.",471,Korean Food,Vegetarian,480
7598,Le Consommé Double Théodora,312,Kenyan Food,Vegetarian,370
7599,"Double sirloin steak, planked, bourgeoise",325,Libyan Food,Non-Vegetarian,390
7600,"La Tour Blanche, 1874, B. & G.",260,Russian Food,Vegetarian,210
7601,"Bordeau Rouge ""Claret""",513,Tahitian Food,Vegetarian,650
7602,Villany Gyonge (Pearl of Villany),705,Tahitian Food,Vegetarian,530
7603,Boston flip with green peppers,243,Japanese Food,Non-Vegetarian,610
7604,Champignons sous Cloches,109,British Food,Non-Vegetarian,450
7605,Escarole and Cucumber salad,259,Irish Food,Vegetarian,640
7606,LAMB KAPAMA ALA HELLAS,701,Canadian Food,Vegetarian,190
7607,"Lobster Cutlets, Cream sauce",350,Nigerian Food,Vegetarian,410
7608,"QUILCENE OYSTERS.  No ordinary oysters, these!  Flown to us from the cold waters of Quilcene Bay, these oysters are raised with loving care.  They are sauteed and served with straw potatoes.  Always fresh, always available. ",102,Welsh Food,Non-Vegetarian,430
7609,"Beer, Tucher's Brau, Light (Imported)",642,Chinese Food,Non-Vegetarian,790
7610,Classic French Onion Soup,739,Spanish Food,Non-Vegetarian,160
7611,Paupiettes of Sole Marguery,286,Egyptian Food,Vegetarian,230
7612,Rullepølse,146,American Food,Non-Vegetarian,220
7613,hamburger a la mexicaine,583,Canadian Food,Non-Vegetarian,200
7614,Cold Corned Beef Plate,278,Haitian Food,Non-Vegetarian,140
7615,"Brauneberger, 1911, wine",9,Swedish Food,Non-Vegetarian,440
7616,"Junge gefullte Masttaube m. Gemusen,Steinpilzen,Kart.",647,Algerian Food,Vegetarian,680
7617,"Sliced Pineapple with Grated Cheese Salad, Hot Roll",539,Salvadorian Food,Vegetarian,520
7618,"Alexander, Brandy",232,Jewish Food,Vegetarian,150
7619,Romischer- Salat,647,Japanese Food,Non-Vegetarian,190
7620,"Saumon du Rhin, sauce aux huitres",62,Cajun Food,Non-Vegetarian,350
7621,Broiled Mackerel ,372,Greek Food,Vegetarian,170
7622,Cape cod in cream,79,Jewish Food,Vegetarian,280
7623,Ward 8 (Cocktail),390,British Food,Vegetarian,620
7624,Genroku Roll,685,Turkish Food,Vegetarian,290
7625,PIEL'S BEER ON DRAUGHT,725,British Food,Non-Vegetarian,250
7626,Boiled Mashed Potatoes,32,Korean Food,Vegetarian,330
7627,Dindonneau rots,360,Spanish Food,Non-Vegetarian,550
7628,3.- Red Bordeaux: Chateau Pontet Canet 1953,80,Canadian Food,Non-Vegetarian,140
7629,Roast Prime Ribs of Beef Extra Cut,140,Belgian Foods,Vegetarian,340
7630,"Celery Hearts, Queen Olives, Radishes, Salted Almonds",584,Belgian Foods,Vegetarian,290
7631,Fried scallops on spit,250,Algerian Food,Non-Vegetarian,780
7632,and egg,25,Turkish Food,Vegetarian,520
7633,Chicken Saute Mascotte (Half),328,Thai Food,Vegetarian,340
7634,Kraftbruehe mit Leberknoedel,609,Chinese Food,Non-Vegetarian,500
7635,Bacon and Eggs and Fried Potatoes,683,Nigerian Food,Non-Vegetarian,160
7636,"Grilled Veal Kidney, Bearnaise Sauce",367,Polish Food,Non-Vegetarian,150
7637,Eier auf Wunsch,492,Thai Food,Non-Vegetarian,550
7638,"Boneless squab under bell, Tosca",434,Turkish Food,Non-Vegetarian,160
7639,Grape Juice Orangeade,164,French Food,Vegetarian,370
7640,Grilled Squab chicken,228,Thai Food,Non-Vegetarian,370
7641,VEAL CHOP red peppers & rosemary potatoes,557,Russian Food,Vegetarian,190
7642,Bouchee a la Montglas,178,Welsh Food,Vegetarian,250
7643,"tea, japan, per pot, made to order",124,Canadian Food,Non-Vegetarian,170
7644,"Whole Wheat Honey, Rye, Pumpernickel or White Bread Toast",40,Greek Food,Vegetarian,140
7645,Billy Baxter Club Sosa,323,Algerian Food,Vegetarian,710
7646,"Fresh Baked Apple, Fresh Country Sausage with Griddle Cakes and Coffee",602,Tibetan Food,Vegetarian,250
7647,celery with mayonnaise,307,American Food,Non-Vegetarian,710
7648,Boiled smoked tongue and spinach,492,Canadian Food,Non-Vegetarian,410
7649,Chocolate mousse with hazel nuts,539,Greek Food,Vegetarian,160
7650,Cinzano rot und weiss,106,Polish Food,Vegetarian,710
7651,"Little Neck Clams, Raw, per half doz.",222,Russian Food,Vegetarian,130
7652,"A Welcome Arrival. Fresh Green Fish. We have turned our back to the enemy of the public (frozen storage man), and with open arms embraced the fresh",660,Indian Food,Non-Vegetarian,470
7653,Rémouladensauce,182,Italian Food,Vegetarian,380
7654,Rantott scampi tatar martassal,224,Algerian Food,Vegetarian,780
7655,Pamplemousse Rafraichi,327,Greek Food,Vegetarian,420
7656,Thorpes Soda Water,355,Brazilian Food,Vegetarian,340
7657,Small Oyster Patties one two,722,Chinese Food,Non-Vegetarian,760
7658,Bollinger 1973,663,Hawaiian Food,Non-Vegetarian,480
7659,"Shrimps à la Newburgh, in chafing dish",399,Peruvian Food,Vegetarian,390
7660,Kumvas,467,Spanish Food,Vegetarian,310
7661,Cotelettes de dinde aux petits pois,173,Indian Food,Non-Vegetarian,150
7662,"Les Grains de Cafe, Porto Rico",418,Mormon Food,Non-Vegetarian,330
7663,Saute Fresh Lobster Meat with Drawn Butter,520,Cajun Food,Non-Vegetarian,360
7664,Breast of Chicken a la Rajah,554,Italian Food,Vegetarian,480
7665,Lamb Hash a la Sam Ward,89,Mormon Food,Non-Vegetarian,440
7666,Sliced Sirloin of Beef Saute Mexicaine,139,German Food,Vegetarian,320
7667,"Apricot Brandy, pony",388,Libyan Food,Vegetarian,150
7668,"Turkey wings, creole and steamed rice",76,Indian Food,Vegetarian,730
7669,"Hungarian Beef Goulash with Noodles; Sherry Tea, Coffee or Milk",259,Thai Food,Vegetarian,140
7670,"Omelet with ham, tongue and mushrooms, Reforme",116,Korean Food,Vegetarian,160
7671,Fried Mush Plain,123,Tahitian Food,Vegetarian,430
7672,Aal in Gelee,523,Tibetan Food,Non-Vegetarian,140
7673,Fish in Brown Sauce,658,Haitian Food,Vegetarian,750
7674,Old Crow bourbon,238,Scottish Food,Vegetarian,350
7675,"Slice of beef, shallots sauce, O'Brien potatoes",322,Italian Food,Non-Vegetarian,190
7676,1/2 Roasted or Broiled Grouse,669,Korean Food,Non-Vegetarian,140
7677,"Home-made extra apple dumpling, hard and brandy sauce",542,Indian Food,Vegetarian,720
7678,"Munchner Schnitzel mit Senf und Kren gebacken, mit Erdapfel-Gurken-Salat",495,Thai Food,Non-Vegetarian,500
7679,Canape d'Hareng,620,Mormon Food,Vegetarian,630
7680,tomato souffle,191,Cuban Food,Vegetarian,760
7681,"Champagne: Pol. Roger & Co., Special Dry",598,Nigerian Food,Non-Vegetarian,310
7682,"Roast Duck a la Prague, Dumplings and Sauerkraut",270,Korean Food,Non-Vegetarian,590
7683,"Soup and Sandwich Special - Cup of Soup du Jour, Barbequed Beef on Toasted Sesame Bun, Choice of Beverage",159,Portuguese Food,Vegetarian,650
7684,Chateau Larose claret,604,Spanish Food,Vegetarian,670
7685,"met gesorteerd brood of toast en boter, jam, marmelade of honing",681,Tahitian Food,Non-Vegetarian,130
7686,"ERdner Troepfchen, Mosel",47,Chinese Food,Vegetarian,360
7687,English Mutton Chop with Baked or Hashed in Cream Potatoes,582,Algerian Food,Vegetarian,420
7688,Sour Cream-Chives,456,Spanish Food,Non-Vegetarian,210
7689,"Franzosischer Butterkase, fein garniert, Brot und Butter",716,Greek Food,Vegetarian,470
7690,"String Beans, Lima Beans, Green Peas, Corn Saute, Carrots or Spinach",447,German Food,Non-Vegetarian,420
